,text,sentiment
4267,Den største skuffelsen er likevel at musikken er uten vinger og fremstår fullstendig ribbet for inspirasjon,1
4268,Melodi Grand Prix Junior vinner Mathea Mari synger tittellåten Født fri men melodien og produksjonen er ikke i nærheten av å matche hennes unike talent,2
4269,Karsten og Petra på safari har et sympatisk budskap om at ville dyr ikke skal bures inne og at noen mennesker gjør dumme ting fordi de er ensomme eller fattige,3
4270,Selv om filmen er for tam og tannløs for store barn og voksne vil det helt sikkert være noen treåringer som har kjent spenningens risp i hjertet og må beroliges etter filmen med at det gikk bra til slutt,2
4271,Det etterlengtede albumet Compton er ikke en ny klassiker men et solid stykke arbeid og en verdig avskjed fra en av raphistoriens aller største,2
4272,Dre feirer sitt jubileum med å levere et godt rapalbum,3
4273,Dres store comeback album skulle være Detox men det er nå skrinlagt etter doktorens egen anbefaling det var rett og slett ikke godt nok,1
4274,Hvis singelen I need a doctor som allerede er fire år gammel var indikasjon på kvaliteten til Detox tror jeg ikke verden lider stort tap av at det albumet blir i skuffen hjemme hos Dr Dre,1
4275,Compton er derimot mer enn bra nok og det virker som om arbeidet med filmen om N W A Straight outta Compton virkelig har inspirert Dr Dre,4
4276,Det er mange solide beats alle signert doktoren selv med litt hjelp fra folk som Bink Cardiak og DJ Premier,3
4277,Produksjonen varierer i stil og dette er på ingen måte en kopi av suksessoppskriften fra enten The Chronic eller 2001,3
4278,Han er en energisk versjon av seg selv og han er veldig tilstede hele albumet gjennom,3
4279,Autoritet har han selvsagt i bøtter og spann bare i kraft av å være Andre Young,3
4280,Han gir deg aldri bakoversveis som lytter men det trenger han heller ikke gjøre for å holde på interessen din på dette overraskende comebackalbumet,2
4281,Med unntak av kanskje en låt med Kendrick kan jeg ikke huske å ha bitt meg merke i et Dre vers de siste ti årene så at han er såpass underholdende på Compton holder lenge,2
4282,Men det kanskje morsomste med Compton er stjernelaget av California artister som Dre har samlet sammen,3
4283,Det samme er Comptons nye superstjerne Kendrick Lamar,3
4284,Sistnevnte høres forøvrig bra ut for første gang på omtrent 15 år,3
4285,Klassikerstatus på lik linje med The Chronic eller 2001 vil Compton neppe få,4
4286,Men at dette albumet i det hele tatt er blitt såpass bra er likevel å regne som en seier,3
4287,Hvis dette virkelig er Dres siste album så har han to klassikere og en solid avskjed på CV en fordelt på 23 år som soloartist,2
4288,Det er en arv å være stolt av og en av raphistoriens største går ut med flagget til topps,2
4289,Stjerner greier ikke å løfte denne nyinnspillingen av en Oscar vinnende spenningsfilm,1
4290,I 2010 vant den glimrende psykologiske thrilleren Hemmeligheten i deres øyne fra Argentina en Oscar for beste fremmedspråklige film,4
4291,Det skal imidlertid mer til enn tre stjerner for å skape et fyrverkeri av denne filmen,1
4292,Remaken Secret in Their Eyes fremstår like unødvendig som den bedrøvelige makeoveren Nicole Kidmans ansikt har fått de siste årene,1
4293,I begge tilfeller har Hollywood tatt noe fullkomment og transformert det til en blek og glatt kopi,1
4294,Og hvis du synes TV serien Mammon var litt krevende å følge med på vil du garantert slite med å forstå hva som er fortid og nåtid i Secret in Their Eyes,1
4295,Dermed ødelegges den potensielle spenningskurven litt,1
4296,De fleste nøkkelscenene fra den argentinske versjonen er beholdt men de er blitt flatere og mer sjelløse i nyinnspillingen,1
4297,Tam er også flørten mellom FBI agent Ray og Nicole Kidmans karakter Claire,1
4298,I originalfilmen var ikke Claire bare vakker hun var også usedvanlig verbal og sjarmerende,4
4299,Problemet er bare at filmen er så usmart tråklet sammen at man hverken blir underholdt eller berørt selv om filmen avsluttes med et iskaldt grøss,0
4300,I stedet for å ta turen på kino grav deg ned i sofaen og se originalfilmen,2
4301,Slender The Eight Pages har blitt kalt tidenes skumleste spill,3
4302,Som regel trenger jeg ikke denne koppen for å minne meg på at jeg elsker jobben min,4
4303,Forgjengeren Slender The Eight Pages er et udiskutabelt spillfenomen,3
4304,Det er virkelig fascinerende å se hvordan velregissert skrekk og et effektivt lydbilde kan trumfe sparsommelig grafikk,2
4305,Du befinner deg i en mørk skog med en ussel lommelykt som ditt eneste våpen,1
4306,Det har blitt større og mer innholdsrikt og teamet bak er nå en god del større enn én person,3
4307,Det har også tatt et stort skritt fremover rent visuelt,3
4308,Det kunne paradoksalt nok ha vannet ut skrekkfølelsen men gjør i steden det motsatte,2
4309,Mantraet går i hodet mitt mens jeg leter etter ledetråder med den pinglete lommelykta mi,1
4310,Etter at tradisjonelle skrekkserier som Resident Evil og Silent Hill har blitt gradvis mindre og mindre skumle har indieutviklere tatt affære,1
4311,Senere i år kan du glede deg til blant annet Amnesia A Machine for Pigs og den utrolig lovende nykommeren Outlast,3
4312,I mellomtiden kan du kose deg med Slender The Arrival,3
4313,Og morsomt nok er disse boksene gjerne i tre akkurat som de var på 60 og 70 tallet,3
4314,I dag som den gangen ligger det begrensninger i en slik løsning,1
4315,Du får jo ikke samme lyden som med et anlegg der du kan stille opp høyttalerne etter det som er best for lyd og akustikk,2
4316,Likevel har vi blitt imponerte av enkelte av disse radioene,3
4317,For eksempel Amadeus Lacuna Large og Pure D6 begge konkurrenter til radioen vi tester her,3
4318,Amadeus Lacuna Large er den beste av de to lydmessig,4
4319,Men så koster den også 3 299 hos Expert som er eneste kjede som selger den,1
4320,For de ekstra 295 kronene får du nettradio og Spotify Connect mens Pure bare har FM DAB og Bluetooth,1
4321,På den annen side er nok Pure noe mer brukervennlig,3
4322,Blant annet har den knapper som gjør det lettere å velge favorittstasjonene rett fra radioen uten å bruke fjernkontrollen,3
4323,På Tiny Stereo kan du risikere å måtte lete huset rundt etter den lille plastsaken som gir deg mulighet til å velge stasjon 1 til 5,1
4324,Tiny radioen kan i motsetning til Amadeus radioen ikke styres via app,1
4325,Det finnes heller ingen portal på nettet der du kan sette opp dine favoritt nettstasjoner,2
4326,Heller ikke kan du spille av musikk du har liggende på harddisk slik Amadeus radioene kan,3
4327,Likevel fungerer menyene bra og det er ikke vanskelig verken å søke opp eller lagre stasjonene du ønsker blant de titusenvis av tilbudene der ute,3
4328,Dessuten har Tiny radioen i likhet med Amadeus radioene RadioVIS som gir deg bilder og opplysninger på radioens mini skjerm,3
4329,Også podcaster som er nettradio tilpasset kan spilles av en stadig mer populær syssel blant radiolyttere,4
4330,Du kan bruke nettbrett mobil eller PC Mac via Bluetooth og dermed bruke alle tenkelige musikk og nyhetskilder med radioen,3
4331,Fordelen med å ha de mest brukte kildene integrert slik som Spotify og nettradio er jo at du slipper å pare radioen med mobilen nettbrettet eller PC en hver gang,3
4332,Og så har du batteribruken som kan bli ganske voksen for eksempel med en mobil som strømmer musikk i timevis,3
4333,Uansett er det veldig praktisk å bare trykke et par ganger knappen og så for eksempel komme rett til BBC World Service på nett eller P13 på DAB,2
4334,Lyden på Tiny radioen kan som sagt ikke konkurrere med Amadeus toppmodellen men den er markant bedre nn lyden fra Pures radioen av samme type,3
4335,Under Tiny radioen sitter det en ekstra basshøyttaler noe som sammen med bassporten bakpå sørger for fyldig lyd i de dypere regionene,3
4336,Diskanten låter fint selv om det som forventet ikke er den helt store luftigheten i toppen,2
4337,Dessverre er høyttalerne en god del svakere i mellomtonen,1
4338,Altfor mange radioer vi har hørt mumler på denne måten muligens for å få mer sprut i dansemusikken,1
4339,Prisen du betaler er altså at du kanskje ikke får med deg alt som blir sagt,2
4340,Men man kan jo ikke få alt for litt over 2000 kroner og i så måte er denne Tiny radioen et betydelig bedre kjøp enn konkurrenten fra Pure,4
4341,Har du behov for bedre alt i ett lyd i en slik radio er derimot Ameadeus Lacuna Large et bedre og 709 kroner dyrere alternativ men vel å merke uten Spotify Connect,2
4342,Og er med på å gjøre Steinar til en fengende og særdeles innholdsrik Beck episode,3
4343,Beck som har holdt det gående som et av Sveriges krimflaggskip i snart 20 år endte sin 31 episode på dramatisk vis og har sett til Norge for å erstatte en sine største stjerner,4
4344,Og Steinar Hovland Hivju er en underholdende arvtaker til Mikael Persbrandts frittalende etterforsker Gunvald Larsson,3
4345,Steinar tar plassen som den litt løse kanonen i etterforskningsteamet og oser av både barsk karisma og raus medmenneskelighet,3
4346,Presentert som Oslopolitiets svar på Petter Northug stjeler Hivju oppmerksomheten i de fleste scenene,3
4347,Der Steve McQueen fiklet med cowboyhatten for å trollbinde publikum gjør Hivju det med energi kroppskontakt og et vinnende vesen,2
4348,Beck er en serie som er god til å bryte opp alvorlig etterforskning med litt glimt i øyet,3
4349,Med finurlige avhørsteknikker og et par velplasserte vitser gir Hivju serien et frisk og kledelig humoristisk drag,3
4350,Krimplottet er av sedvanlig solid Beck kvalitet men er ikke blant seriens mest magekriblende,2
4351,Og det blir en greit spennende og småekkel oppnøsting av hvem som har vært ute med bensin og fyrstikker,2
4352,Men det er de personlige dramaene og omveltningene på arbeidsplassen som gjør at denne episoden får det til å svinge,3
4353,Det er flere som har det tungt etter Gunvalds bortgang og serien gjør smart bruk av at kriminalinspektør Steinar Hovland kommer inn i den ledige stillingen,3
4354,Der Gunvald kunne være veltalende arrogant småkynisk og litt for fysisk til tider er Hovland mer menneskevenn,1
4355,God til å lese folk god til å jatte med folk og med en tydelig sympati for den svake part,2
4356,Kjemien mellom Hovland og Martin Beck er kledelig rufsete i innledningen men går seg raskt til,3
4357,Og mot slutten er det noen riktig så kostelige buddy cop scener som gir godt med humør mellom de to politipartnerne,3
4358,One Direction vingler hit og dit bare unntaksvis i samlet flokk,2
4359,Mindre striglede enn sine glatte amerikanske konkurrenter,1
4360,Ujålete rufsete i håret uinteresserte i koreografert dans og matchende klær,2
4361,De er en mer troverdig guttegjeng enn de fleste andre i den samme bransjen,2
4362,Denne mangelen på disiplin gjør dem til boyband bransjens mest sympatiske,2
4363,Den gjør dem også til en uhyre ujevn konsertattraksjon,0
4364,Det at de synes det er flaut og teit å danse og ta koreografi er både sjarmerende og irriterende,1
4365,Store deler av konserten er regelrett amatørmessig som et uvanlig påkostet innslag i en kulturmønstring for ungdom,1
4366,De fire bandmedlemmene blir lenge gående og virre for seg selv i hver sin ende av den enorme scenen ute av kontakt med både publikum og hverandre,1
4367,De stort sett umorsomme longørene mellom låtene ødelegger flyten i opplevelsen og det hjelper ikke at det er vanskelig å oppfatte det som sies,1
4368,Ingen av dem er smørsangere eller særlig distinkte vokalister,1
4369,Liam Payne bandets noe sleske master of ceremonies er bedre,3
4370,Likeså Harry Styles som er den mest begavede stjernen blant dem,3
4371,Niall Horan bandets mest liketil medlem stiller med gitar nå og holder seg litt i bakgrunnen,1
4372,Bandet gikk hardt ut med fire fem av sine beste låter på rappen,3
4373,Midtveis lå konserten mer eller mindre brakk i et riktignok mer sammensveiset og visuelt fokusert balladeparti,2
4374,Bare kronisk grinete folk kunne unngå å glise da fyrverkeriet smalt som høyest og alle lysene ble slått på mot slutten og god pop som The Best Song Ever Alive og What Makes You Beautiful gjorde noenogtjue tusen unge mennesker lykkelige på en fredagskveld i juni,3
4375,Pixars store film om følelser er en overraskende kald og analytisk affære i alle fall sett med voksne øyne,1
4376,Hvis man ser bort fra kvaliteten på animasjon og produksjonsdesign er det særlig én ting Pixar gjør et lite hakk bedre enn sine tallrike konkurrenter nemlig emosjonell manipulasjon,3
4377,Pixar kvier seg aldri for å sette alle kluter til på det følelsesmessige planet men følelsene de tvinger fram ofte ved hjelp av virkemidler voksne mennesker strengt tatt burde være immune mot er konsekvent en anelse mer finstemte og nyanserte enn hva de andre store animasjonsstudioene tyr til,3
4378,Men selv om den er en film som handler om taktisk manipulasjon av barns følelser byr ikke Innsiden ut på noe som kan måle seg med det nådeløse sentimentalitetsangrepet som innledet Se opp,2
4379,Og det er nettopp denne gjennomsiktigheten som gjør at det er vanskelig å la seg rive med når filmskaperne bestemmer seg for å trykke på de samme knappene som kvintetten i Rileys hode,2
4380,Det er denne reisen som utgjør den sentrale handlingen i Innsiden ut og det er i billedliggjøringen av menneskesinnets irrganger at filmen blir uhensiktsmessig skjematisk i sin tilnærming til følelser,1
4381,For selv om dette første møtet med grunnleggende psykologiske konsepter utvilsomt vil være fascinerende for et ungt publikum framstår Innsiden ut som en overraskende uorganisk fortelling sett med voksne øyne,1
4382,Målgruppen tatt i betraktning er budskapet om at alle følelser har sin funksjon absolutt prisverdig men både metaforbruken og produksjonsdesignen er langt mindre elegant og engasjerende enn hva man er vant med fra Pixar,1
4383,Den komplekse og filosofiske materien synliggjør også begrensningene i Pixars tilnærming til filmskaping,1
4384,For til tross for Docters åpenbare talenter framstår Innsiden ut som en film om dype menneskelige anliggender laget av et selskap hvis grunnleggende impulser er like upersonlige som de er kommersielle,2
4385,Postpunk yndlingene knuser til på det etterlengtede andrealbumet,3
4386,Ved første gjennomlytting var jeg ikke overbevist om at villkvinnene hadde klart å gjenta suksessen fra 2013 og debuten Silence yourself,3
4387,Oppfølgeren er mindre rå i kantene men viser seg å holde samme solide kvalitet,2
4388,Vokalist Jehnny Beth vrenger sjelen og river deg i skjortekragen og er et magisk manisk midtpunkt,3
4389,Albumet åpner med førstesingelen The answer hvor gitarist Gemma Thomson gir en ren oppvisning i rock,3
4390,Heldigvis er postpunk inspirasjonene mer framtredende bare hør på basslinjen framført av Ayse Hassan på I need something new,3
4391,Albumet låter som et svett mareritt en kald novembernatt kokain kjærlighet og kaos,3
4392,Det repetitive er albumets store styrke på Evil Surrender og nevnte I need something new,3
4393,Det gjelder også andresingelen Adore albumets høydepunkt,3
4394,Det er en eksepsjonell låt som tar helt pusten fra meg og føles ut som om den varer dobbelt så lenge som sine allerede lange fem minutter,4
4395,Bandet Savages er blitt et ennå mer helstøpt maskineri siden sist samtidig gjør produksjonen ære på hvert enkelt instrument,3
4396,Trommis Fay Wilton får utløp for et par indre demoner på den løpske T I W Y G før den avsluttende Mechanics fader fint ut,3
4397,Ikke alle låtene føles like inspirerte som When in love og Slowing down the world,1
4398,I skrivende stund er Adore Life en plate som vokser seg større og bedre for hver gjennomlytting,3
4399,Tv serien Entourage som gikk sin seiersgang på skjermen fra 2004 til 2011 er løselig basert på skuespiller og produsent Mark Wahlbergs liv da han først kom til Hollywood,4
4400,Serien vant både kritikernes og seernes gunst og vant flere priser,4
4401,Fire år senere er derfor en spillefilm svært etterlengtet og den vil nok glede de aller største fansene men for resten av oss har regissør og manusforfatter Doug Ellin dessverre ikke klart å overføre magien fra tv skjermen til det store lerretet,2
4402,Den har noen underholdende og lattermilde øyeblikkinnimellom men stort sett er den ganske kjedelig og uengasjerende,2
4403,Skuespillerne prøver litt for hardt og fremstår stive og kunstige og det som en gang var en troverdig beretning om hvordan livet på innsiden av Hollywood kan være er nå bare blitt en beretning om å skaffe seg enda mer penger og ligge med enda flere damer,1
4404,Filmen mangler mål og mening og er fylt opp med tilfeldige kjendiser i stedet for handling,1
4405,Mahler ville fra nå av denne innholdsestetikken til livs,1
4406,Adorno mente til og med i sin vakre Mahler bok å høre et redselsskrik verre enn døden i den skjærende skarphet i trompetene i det første mellomspillet i første sats som Mahler selv kalte Sørgemarsj og wie ein Kondukt som et likfølge,1
4407,Og vi hører både fanfarer og signaler et koraltema som går igjen og avslutter verket en ländler med svung folkevise og barnesang,2
4408,I torsdagens fremførelse som til tider var overveldende hørte vi hvordan motiver blir revet i stykker og ikke får utvikle seg til temaer,2
4409,Selv om enkelte partier og plutselige overganger kunne ha vært spilt svakere i kveldens fremførelse,0
4410,Vi ble særlig imponert over messingen i scherzoen satsen som er selve aksen i symfonien med sine 800 takter og nærmest for en hornkonsert å regne,3
4411,Solohornet spilt av Steven James lød i enkelte partier usigelig vakkert som en drøms etterklang,3
4412,Adagiettoen med utelukkende strykere og harpe ble nydelig fremført men uten snev av Kitsch,3
4413,Det var vanskelig her å la være å assosiere til kjærlighet og ømhet kanskje fra en mor som stryker sin lille gutt over hodet,2
4414,Det kunne lett ha blitt et antiklimaks før konserten begynte,1
4415,Men slik Nils Henrik Asheim formidlet prøver fra de forskjellige satser som orkesteret så spilte så ble det meningsfullt og vellykket,3
4416,Komponisten Asheim har et eget blikk for komposisjonsmåte form og instrumentering og hans karakteriseringer var både originale og treffende,3
4417,Begeistringen var uvanlig stor og applausen deretter da det 70 minutters lange verket var fullført,3
4418,Mahler er populær i Stavanger hvem skulle ha trodd det for 20 år siden,3
4419,Jo det går fremover her i distriktet for klassisk musikk,3
4420,Hot Chip kan påberope seg hele femten år i bransjen og feirer ved å gi ut sitt sjette studioalbum,3
4421,Denne gangen leverer de en variert plate som inneholder både disco hip hop funk og pop elementer uten at det går på kompromiss med deres sound,3
4422,Hot Chip skiller seg ut fra de fleste andre populære elektronia artistene i London,3
4423,I forhold til for eksempel Disclosure er Hot Chip mer upolert utforskende og et resultat av møtepunktet mellom elektronika og indie pop,2
4424,Lydbildet varierer fra låt til låt og går fra funky rytmer i Started Right til soul låten While Wine and Fried Chicken og rap i Love Is The Future,3
4425,Tittelsporet lever opp til sitt navn med en aggressiv tromme groove hvor mengder av synth legges over i forstyrrende og nesten ubehagelige rytmer,3
4426,Det er rent kaos men samtidig en spennende låt bygget opp i flere dynamiske eksplosjoner,2
4427,Blant albumets høydepunkter finnes også Dark Night med en blanding av feel good disco og melankoli,3
4428,Hot Chip er utforskende og nyskapende men kunne godt dratt den enda lenger når de først var på vei ut,2
4429,Den franske filmen Min datter min søster er et interessant drama med ekstrem islamisme som bakteppe men med et nært og personlig fokus,3
4430,Filmen stiller spørsmål som den ikke svarer på og er springende i tid og rom,1
4431,Men skuespillet er godt tematikken er interessant og avslutningen er nydelig,3
4432,François Damiens spiller godt som den innbitte faren med svært kort lunte mens Finnegan Oldfield er en god motstand som den roligere og mer avbalanserte sønnen,3
4433,Det er ikke alltid like enkelt å forstå deres handlinger men deres overliggende motivasjon om å finne datteren søsteren er klokkeklar,2
4434,Den figuren jeg blir mest interessert i er imidlertid Kelly,4
4435,Filmen har av og til en noe uklar retning men henter seg godt inn i en nydelig avslutning,3
4436,Hadde filmen blitt laget etter det som har skjedd i Paris og Brussel det siste året ville den kanskje konfrontert terror enda skarpere,1
4437,Dette er likevel en aktuell film med problemstillinger som dessverre ikke vil miste sin aktualitet i uoverskuelig fremtid,2
4438,Det er derfor befriende å se en film som tar det burleske blodige og groteske på alvor,3
4439,Regissør Matteo Garrone slo gjennom med den brutale mafiafilmen Gomorra 2008 som Aftenpostens anmelder ga terningkast 6,3
4440,Her fortelles de fantastiske historiene med en dose magisk realisme et snev av Terry Gilliams absurditet et pust av Guillermo del Toros skrekkelige univers og et hint av Peter Greenaways bisarre tablåer,4
4441,Jeg skal ikke avsløre for mye men du møter barnløse dronninger gigantiske sjømonstre jomfrufødsler vakre prinsesser troll og en konge som elsker en loppe,4
4442,Kostymene er påkostet landskapene fascinerende og slottene steder du får lyst å besøke på tross av det skumle som lurer i eventyrenes skyggeverden,3
4443,Garrone har laget en vakker visuell lek av farger og flotte komposisjoner,3
4444,Eneste minus er at han kanskje er litt for opptatt av å male lerretet med farger og eventyraktige landskaper,1
4445,Han burde gitt selve historiefortellingen litt mer oppmerksomhet,1
4446,Det største problemet er at de tre historiene ikke har så mye med hverandre å gjøre og det virker litt påtvunget at han forteller dem som en historie,1
4447,Kanskje hadde de fungert enda bedre som tre adskilte historier siden han ikke greier å samle alle trådene før rulleteksten,1
4448,På tross av det har regissøren blandet humor og horror på en herlig måte,3
4449,Filmen er snål rar fantasifull kreativ og langt unna de dagens klassiske eventyrfilmer som Ringenes Herre,3
4450,Her bygger han på karnevalstradisjonen og gir et skakkjørt bilde av en middelalder på vrangen,3
4451,Matteo Garrone har lykkes i å lage et makabert eventyr som føles mer mytisk enn fantastisk,3
4452,Det er en fantastisk fabel full av morsomme innfall og forførende bilder,3
4453,Den får deg til å le og i tillegg er den en anelse skremmende før eventyret er snipp snapp snute,3
4454,Du må vente ganske lenge før den virkelige brodden i religionskomedien The Priest s Children kommer men når filmen setter punktum sitter man lett punktert tilbake i kinomørket,2
4455,Mer skal jeg ikke si om den saken men jeg vil gjerne si noen ord om komedien som leder opp mot avslutningen for den er riktig så fornøyelig,4
4456,Religiøs skyldfølelse sjalusi og gode intensjoner svirrer rundt hverandre i en situasjonsrik fortelling med temperament og god humoristisk timing,4
4457,Skuespillet er glimrende og handlingen er både sår og syrlig,4
4458,Don Fabijan Kresimir Mikic er en ung katolsk prest på en billedskjønn liten turistøy i Adriaterhavet,3
4459,Problemene blir mange og regissør Vinko Bresan storkoser seg med å male dem ut i en drivende god forviklingskomedie,4
4460,Det grepet skaper en umiddelbar fortrolighet mellom publikum og prest og plasserer synsvinkelen vår effektivt på hans side,4
4461,Han bygger figurer med møysommelig presisjon for så å vrenge dem rett foran øynene oss i neste scene,4
4462,Don Fabijan utgjør et velspilt veltalende og fengende trekløver med sine medhjelpere Petar Niksa Butijer og Marin Drazen Kuhn,4
4463,Og som blir hengende ved oss lenge etter rulleteksten,2
4464,Penny Dreadful har fått ufortjent lite oppmerksomhet her til lands,3
4465,Serien bringer kjente figurer fra klassiske gotiske romaner sammen i én historie og første sesong var en velskrevet og intens fortelling med interessante rollefigurer,3
4466,Nå har andre sesong begynt og hvis ikke du har sett den første enda anbefaler jeg at du tar deg et lite maraton,3
4467,For spenningsnivået er høyt allerede i første episode av sesong to noe som lover godt for resten,3
4468,Sesong to begynner der den første slapp og kaster ikke bort mye tid før dramatikken begynner,3
4469,Penny Dreadful er full av rollefigurer fra kjente gotiske romaner og det er gøy å se hvordan deres respektive historier veves inn i hverandre,3
4470,Sideplottet med Frankenstein og hans monster var likevel den svakeste delen av første sesong,1
4471,Noe av det beste med Penny Dreadful er den dunkle og mystiske stemningen men den uteble i stor grad i denne delen av historien,3
4472,Selv om jeg hadde medlidenhet med monsteret synes jeg det ble litt kjedelig,3
4473,Vampyrvesenet i forrige sesong var ikke en spesielt interessant motstander,1
4474,Det var den overliggende historien om hvorfor Lucifer vil ha Vanessa som var spennende men det er grenser for hvor lenge man kan holde på med demoner og eksorsisme,3
4475,Fienden i andre sesong som selvfølgelig er i djevelens tjeneste er en langt mer spennende figur,4
4476,Det skal bli interessant å følge utviklingen videre,2
4477,Det er ingen tvil om at Eva Green var den store stjerna i første sesong av Penny Dreadful,4
4478,Fjeset hennes er som laget for skrekk av denne typen og hun passer perfekt inn i den viktorianske settingen,4
4479,Green spiller med en overbevisning som imponerer hun overspiller aldri selv ikke i seriens mest dramatiske scener,4
4480,I første episode av sesong to er hun strålende når Vanessa begynner å miste kontroll over sin egen frykt,4
4481,Episodens siste scene der hun måler krefter mot sesongens antagonist er svært intens og etterlot meg med store forventninger for resten av sesongen,4
4482,Tidlig på ettermiddagen var det At The Gates som buldret sine riff utover Tøyenparken senere på kvelden var det et annet og større band med sin opprinnelse i 1990 og som i tillegg har holdt sammen hele veien i motsetning til At The Gates som samlet enda flere tilskuere nemlig In Flames,3
4483,Dermed ble vi slått på hjemmebane av vårt broderfolk på metal siden denne kvelden Enslaved slet både med publikumsbesøk og lyd under sin konsert tidligere på kvelden,2
4484,Hos In Flames innsteppere for Mastodon satt dette atskillig bedre,4
4485,Anders Fridén og hans flammevenner er en real fornøyelsespark på godt og vondt,3
4486,Tidligere i sommer har de vært relativt lite sjangertypisk fra scenen ved å fyre av konfetti under åpningsnummeret kle seg Kent ironisk i helhvitt fra sko til caps og strødd om seg med blødmer som muligens ikke har vært like morsomme hele tiden,1
4487,På Øya var vitsene intakt Fridén hevdet blant annet å ha skrevet Paralyzed etter å ha bøttet 24 Ringnes men den mørke metal uniformen var tilbake,2
4488,Men selv om låtmaterialet kan fremstå noe forvirrende er det ingen tvil om at Øyakonsertens eneste gåsehud øyeblikk Alias er en fabelaktig låt spesielt når Fridéns nesten growlende vokal over den hakkete riffingen og det nydelige midtpartiet glir sømløst inn i hverandre,3
4489,Visst låter det hardt og til tider brutalt men refrengene er like ofte rødmende lette og fengende,2
4490,Melodiøsiteten som vanligvis er ekstremmetal ens fremste fiende har In Flames maktet å inkorporere på en måte som viser at bandet nå har rutine arena autoritet og trygghet nok skulle bare mangle etter 25 år til å gi en god f i hva andre mener om utviklingen deres,3
4491,Det er stil over en slik sjangerarroganse spesielt når det gjøres med humor som i In Flames tilfelle,3
4492,Konserten på Øya ble likevel noe skjemmet av en lysdesigner med ekstremt markeringsbehov,1
4493,Han har muligens sittet for mange ganger på Ponnykarusellen på Liseberg og drømt om å overstimulere de falske lysene der for slitasjen på øynene fra lysbombardementet tok nesten konsentrasjonen vekk fra konserten onsdag kveld,1
4494,Men det er vel slik det må være på en berg og dalbane av en konsert,3
4495,Roy Lønhøiden er en ydmyk sanger under en stor himmel,4
4496,Etter en kort trekkspill overture innleder Roy Lønhøiden sitt nye album Du spør meg om sannhet med en flott gjendiktning av Townes Van Zandts Flying Shoes med tittelen Sjumilssko,4
4497,Den er innspilt i Austin sammen med noen av USAs fremste musikere innenfor den moderne folk country americana trubadur tradisjonen som både Lønhøiden og Van Zandt tilhører,4
4498,Sangene er enkle gjennomtenkte fylt av poetisk melankoli og lede over dystre tegn i tida,4
4499,Det er få som lager plater som dette også internasjonalt,2
4500,Så velarrangert følsomt tilbakelent som en godkjennelse av indre og ytre tilstander som egentlig ikke kjennes akseptable,2
4501,Us plasserer superhelter fra DC Comics rikholdige univers inn i denne kjente formelen men legger seg ellers tett opptil kjente slåssespill som Street Fighter og Mortal Kombat spillene,3
4502,Ved hjelp av en historie skrevet av DC Comics egne forfattere fortalt gjennom heftige mellomsekvenser byttes du mellom å spille forskjellige superhelter,3
4503,Det hele er gjennomarbeidet og i tråd med de figurene som er kjent fra både film og tegneserier dette føles ut som et ekte superheltspill,3
4504,Faktisk vil jeg si at dette spillet er en god rollemodell for hvordan man kan tilpasse en etablert franchise til et spill Warner Bros,4
4505,Interactive er allerede flinkest i klassen og befester den posisjonen nå Batman spillene har bevist at spillmatiseringer ikke bare er tull,3
4506,Mitt favorittbrett er Batmans egen hule hvor atmosfæren også er imponerende og spennende gjenskap i 3D,3
4507,Jeg er ikke så opptatt av hvordan de kamptekniske løsningene fungerer så lenge helhetspakken både underholder frister meg til å spille mer og gir meg anledninger til å banke gode venner i drakten til en av de 25 spillbare figurene,3
4508,Spillet er en gavepakke til tilhengere av superheltene til DC Comics,4
4509,Injustice har en strålende enkeltspillerdel med en artig historie og et velfungerende flerspillersystem over nett,3
4510,Mellom noen få øyeblikk av pur moro og satiregull er Zoolander 2 stort sett fylt med bråkete oppjazza og resirkulert tøys,2
4511,Men drøye to uker etter 11 september var verden fortsatt ikke klar for å flire av den overfladiske selvhøytidelige motebransjen,2
4512,Zoolander ble en besøksmessig og økonomisk flopp til tross for riktig så gode kritikker,2
4513,KultfilmMen i årenes løp har jungeltelegrafen gjort sitt for at Zoolander helt fortjent både er blitt sett og elsket av et stadig større publikum gjennom dvd tv og strømming,4
4514,Det er trygt å si at filmen som introduserte ansiktsposeringene blue steel og magnum mange år før ducklips ble en helt dagligdags posering for all verdens selfie jenter er blitt en reinspikka kultfilm,3
4515,For av kunstnerisk art er motivasjonen for Zoolander 2 definitivt ikke,1
4516,Der eneren langt på vei lyktes i å lage en treffende og forutseende satire av en bransje som allerede var en karikatur og satire i seg selv har Zoolander 2 lite og ingenting nytt på hjertet,3
4517,Og tar den klassiske toer øvelsen pøser på med mer av det som var moro i den første filmen større villere dummere,2
4518,Både Zoolander og Hansel har for lengst lagt opp sine ekstremt suksessfulle supermodellkarrierer når noen plutselig begynner å ta livet av verdens største og vakreste popstjerner,4
4519,Den selvnytende Kardashian familien er i fullt alvor blitt hele verdens førstefamilie,1
4520,Denne gangen greier filmen knapt å henge med på trendene i tiden og vil være både James Bond Batman og Pink Panther på en gang,1
4521,Det er tidvis trøttandes kjedelig og stillestående mellom all viraken,2
4522,Men likevel er det noe med disse to skjønne tullingene som Zoolander og Hansel er,3
